APD		T	V@M100	stddevM	totalId		avg bulk Id	slope invMdMdV	brkdnV	bad run?
16	      27.231	435.26	5.1926	2.6146e-07	8.1906e-11	0.000107	426.7	0
16	      23.208	432.48	5.2099	2.0643e-07	6.469e-11	0.0001188	442	0
16	      19.674	429.37	5.3798	1.6008e-07	5.0156e-11	0.00013766	442	0
16	      10.016	422.04	5.4522	8.4099e-08	2.6354e-11	0.0002317	439.9	0
16	      5.0154	417.96	5.4457	5.8646e-08	1.8376e-11	0.00025326	437.3	0
16	    0.011335	413.98	5.444	4.0543e-08	1.2703e-11	0.00034489	434.5	0
16	     -4.9908	409.77	5.7181	2.7576e-08	8.6414e-12	0.00067401	435.2	0
16	     -9.9922	407.16	5.6888	2.0562e-08	6.4423e-12	0.00041174	427.5	0
16	     -15.002	401.7	5.7343	1.2523e-08	3.9248e-12	0.00051515	441	0
16	     -20.019	397.86	6.2945	1.2131e-08	3.9245e-12	0.00013633	425.7	0
17	      28.265	444.46	9.6245	2.2564e-07	7.0939e-11	9.3639e-05	449.1	1
17	      24.571	440.95	9.4266	1.7174e-07	5.3987e-11	0.00010515	442.2	0
17	      20.357	437.8	9.4866	1.3185e-07	4.1451e-11	0.0001124	444.8	0
17	      10.014	429.43	9.7488	6.3825e-08	2.0079e-11	0.00012551	438.6	0
17	      5.0157	425.63	9.6272	4.4902e-08	1.4124e-11	0.00013952	435.7	0
17	   0.0066892	421.69	9.5793	3.1117e-08	9.7896e-12	0.00022311	435.5	0
17	      -4.995	417.47	9.5074	2.1215e-08	6.674e-12	0.0022363	435.3	0
17	     -9.9949	413.52	9.4818	1.4394e-08	4.5293e-12	0.00012414	426.2	0
17	         -15	409.88	9.3237	9.9618e-09	3.1316e-12	0.00022964	425.6	0
17	     -20.001	405.39	9.3612	6.3409e-09	1.9958e-12	-0.0011058	425.3	0
18	      28.296	438	8.5325	2.092e-07	6.5273e-11	0.00012645	448.9	0
18	      24.264	435.32	8.7965	1.6475e-07	5.1413e-11	0.00013795	447.1	0
18	      20.152	432.07	8.6354	1.257e-07	3.9225e-11	0.00015081	445.1	0
18	      10.016	424.15	8.8674	6.2849e-08	1.9612e-11	0.00017224	438.6	0
18	      5.0151	420.12	8.9102	4.397e-08	1.3722e-11	0.00019729	435.6	0
18	    0.010768	416.06	8.9813	3.0193e-08	9.4227e-12	-0.00016324	435.6	0
18	     -4.9906	412	9.0444	2.0622e-08	6.4355e-12	0.0031859	435.6	0
18	     -9.9967	408.11	9.2867	1.3972e-08	4.3649e-12	0.00029706	426.1	0
18	     -15.003	403.97	9.0573	9.2838e-09	2.8969e-12	0.00035098	425.8	0
18	     -20.006	399.63	9.0363	5.9202e-09	1.8472e-12	-0.0012953	425.8	0
19	      26.261	443.19	3.6182	1.0509e-07	3.2793e-11	0.00014885	457.8	0
19	      22.619	439.65	3.4179	8.0168e-08	2.5032e-11	0.00015936	455.7	0
19	      18.574	436.58	3.4178	6.1883e-08	1.9314e-11	0.00019009	448.4	0
19	      10.013	429.94	3.3624	3.5241e-08	1.0991e-11	0.0002055	448	0
19	      5.0148	426.09	3.6929	2.5275e-08	7.8767e-12	0.00023493	444.8	0
19	    0.011017	422.15	3.5524	1.7841e-08	5.5648e-12	0.00025255	441.9	0
19	     -4.9908	418.02	3.6379	1.237e-08	3.8548e-12	0.00027488	438.8	0
19	     -9.9982	414.02	3.7067	8.4997e-09	2.6525e-12	0.00036691	435.7	0
19	         -15	410.01	3.5462	5.887e-09	1.8354e-12	0.00064158	435.9	0
19	     -20.002	404.95	15.822	5.4625e-09	1.4767e-12	0.00033426	422.6	0
